,match_id_x,year_x,slam_x,match_num_x,player1,player2,logit_elo_538_prob,logit_elo_prob,logit_elo_diff_prob,logit_elo_diff_538_prob,match_prob_kls,match_prob_kls_JS,match_prob_sf_kls,match_prob_sf_kls_JS,match_prob_adj_kls,match_prob_adj_kls_JS,elo_prob,elo_prob_538,sf_elo_prob,sf_elo_prob_538
0,2016-wimbledon-1101,2016,Wimbledon,1101,Novak Djokovic,James Ward,0.9882828000798,0.99034690806112,0.99342490341567,0.988585896961,0.99637285953805,0.9893682913411,0.9316370711792,0.781513680481,0.999810223665861,0.999749849608695,0.99673345211079,0.9962938824461,0.9711182970675,0.99095741373277
1,2016-wimbledon-1102,2016,Wimbledon,1102,Kyle Edmund,Adrian Mannarino,0.31817413364299996,0.3132563871709999,0.31463637350500007,0.374082349724,0.43402521376400005,0.440673051686,0.335896397178,0.34896379341399997,0.47123235408499997,0.47074862632000003,0.297122499401,0.35346014791400004,0.333972942022,0.235859117982
2,2016-wimbledon-1103,2016,Wimbledon,1103,Thomaz Bellucci,Ruben Bemelmans,0.601789435321,0.60389381931,0.645173932692,0.647925790512,0.582040354836,0.558922705677,0.4696683073100001,0.47965942872,0.602046954215,0.6022920936199999,0.6583438461550001,0.673141210223,0.527515452209,0.526198680833
3,2016-wimbledon-1104,2016,Wimbledon,1104,Lukas Rosol,Sam Querrey,0.32648326732700006,0.37015824475299997,0.441181940909,0.43039574846399997,0.349074177988,0.35436677443200004,0.021944617898000063,0.1388790237369999,0.390830521268,0.39140072818400007,0.438953139225,0.42267988154900005,0.292862092055,0.190890455487
4,2016-wimbledon-1105,2016,Wimbledon,1105,Philipp Kohlschreiber,Pierre Hugues,0.817304466538,0.835168363992,0.830745351115,0.767712049682,0.731633720322,0.719624809585,0.9999959209425525,0.971349991301,0.7442155403140001,0.743566008811,0.861697721977,0.821449707972,0.8140326772590001,0.890227547402
5,2016-wimbledon-1106,2016,Wimbledon,1106,Damir Dzumhur,Denis Kudla,0.526194181237,0.526337728377,0.573064159318,0.57921493627,0.596532932036,0.584456578547,0.009668650397250001,0.09888374103880002,0.584655335747,0.5832584650370001,0.577194612924,0.589221772821,0.4537570556600001,0.437728946733
6,2016-wimbledon-1107,2016,Wimbledon,1107,Brydan Klein,Nicolas Mahut,0.151425314451,0.19136032016600002,0.21904209971500002,0.19279599594900002,0.0633632317903,0.39533816575,0.008345947205520001,0.12754530069,0.10218692690600001,0.19007719670099998,0.187476937645,0.139340951897,0.180192109982,0.08989932715669999
7,2016-wimbledon-1108,2016,Wimbledon,1108,Dudi Sela,David Ferrer,0.21916661693200012,0.24064654014200004,0.20875491304399996,0.17272581050699998,0.1943556703110001,0.2061665887209999,0.567953615418,0.561615980436,0.09167786955199997,0.09321206417400008,0.1839208183230001,0.12855866154100004,0.32342936683699997,0.297146834235
8,2016-wimbledon-1109,2016,Wimbledon,1109,David Goffin,Alexander Ward,0.906733535783,0.8420288395309999,0.9180711231149999,0.952964743238,0.914968936876,0.7876742909450001,0.705482348405,0.561866969921,0.9998727335850001,0.999215658795,0.938246180592,0.9761099970329999,0.597817654289,0.775249503257
9,2016-wimbledon-1110,2016,Wimbledon,1110,Edouard Roger,Teymuraz Gabashvili,0.595305638752,0.562730051604,0.515365995329,0.517674807483,0.5678333725020001,0.563635957327,0.739414261365,0.660898932018,0.6834349696780001,0.6780411495209999,0.511706015199,0.512706073791,0.619402325063,0.707285172136
10,2016-wimbledon-1111,2016,Wimbledon,1111,Nicolas Almagro,Rogerio Dutra,0.7917946406659999,0.7439044460959999,0.80316366597,0.802826297167,0.8334757108349999,0.7810234015809999,0.5,0.500000000009,0.841909282796,0.835603565466,0.82831561311,0.847033166832,0.608568704547,0.7838882005660001
11,2016-wimbledon-1112,2016,Wimbledon,1112,Denis Istomin,Kevin Anderson,0.288712680706,0.300956798003,0.249158796628,0.261018141181,0.378888105369,0.382288438262,0.609927984806,0.541693855207,0.24101600026999992,0.24237013250899997,0.22625354880500004,0.2211574436049999,0.41121479477300005,0.32835676732700003
12,2016-wimbledon-1113,2016,Wimbledon,1113,Jack Sock,Ernests Gulbis,0.6804755114950001,0.695234818878,0.75140820442,0.714349176263,0.649387055617,0.641469227355,0.9382049864997,0.758701995959,0.6789874919750001,0.678165021797,0.782278647063,0.764750919336,0.5812389010800001,0.6398837407819999
13,2016-wimbledon-1114,2016,Wimbledon,1114,Diego Schwartzman,Robin Haase,,,,,,,,,,,,,,
14,2016-wimbledon-1115,2016,Wimbledon,1115,Andreas Seppi,Guillermo Garcia,0.629173451155,0.606204156509,0.509058787281,0.50172574765,0.560031088015,0.5574637826100001,0.9313302153616,0.849905930046,0.54830137971,0.547883323892,0.516027206681,0.511462161255,0.721467824817,0.8033068440510001
15,2016-wimbledon-1116,2016,Wimbledon,1116,Pablo Carreno,Milos Raonic,0.13060398427,0.162046055331,0.144764127231,0.17712180389499999,0.284808373565,0.290750744995,0.00113769095972,0.0650616842288,0.20093740034899998,0.202089115011,0.115073864594,0.12451606560900001,0.22131216205899998,0.06881107247689999
16,2016-wimbledon-1117,2016,Wimbledon,1117,Roger Federer,Guido Pella,0.960749843061,0.951871424901,0.9377017502230001,0.9273059888249999,0.850690141477,0.839706326398,0.9931581899240001,0.9119725229369999,0.964027614284,0.963088449614,0.955037130078,0.9582683379510001,0.952648465566,0.9878811243469999
17,2016-wimbledon-1118,2016,Wimbledon,1118,Ricardas Berankis,Marcus Willis,0.5252282479479999,0.492682693868,0.591450146824,0.717748062227,0.563147640752,0.557932717423,0.29309511796300003,0.37939705677,0.8925028082500001,0.8920057049250001,0.597993208111,0.754953621457,0.353228942364,0.226808921844
18,2016-wimbledon-1119,2016,Wimbledon,1119,Daniel Evans,Jan Lennard,0.522459388596,0.5262939460389999,0.537280718476,0.541325962424,0.450625475238,0.471796536764,0.8073288670859999,0.714048430779,0.38753888775900003,0.39051859632700003,0.548007811583,0.560605294288,0.509151050462,0.500089890714
19,2016-wimbledon-1120,2016,Wimbledon,1120,Evgeny Donskoy,Alexandr Dolgopolov,0.256012757926,0.255651834664,0.212564440587,0.228527296701,0.315409040625,0.329440595394,0.0331604762063,0.163565087733,0.21368890471500002,0.21586580145999998,0.180945588109,0.17470872290999998,0.354342173927,0.28449476856999995
