,match_id_x,year_x,slam_x,match_num_x,player1,player2,logit_elo_538_prob,logit_elo_prob,logit_elo_diff_prob,logit_elo_diff_538_prob,match_prob_kls,match_prob_kls_JS,match_prob_sf_kls,match_prob_sf_kls_JS,match_prob_adj_kls,match_prob_adj_kls_JS,elo_prob,elo_prob_538,sf_elo_prob,sf_elo_prob_538
0,2017-frenchopen-1101,2017,Roland Garros,1101,Andy Murray,Andrey Kuznetsov,,,,,,,,,,,,,,
1,2017-frenchopen-1102,2017,Roland Garros,1102,Laurent Lokoli,Martin Klizan,,,,,,,,,,,,,,
2,2017-frenchopen-1103,2017,Roland Garros,1103,Marcos Baghdatis,Nicolas Almagro,,,,,,,,,,,,,,
3,2017-frenchopen-1104,2017,Roland Garros,1104,Guido Pella,Juan Martin,,,,,,,,,,,,,,
4,2017-frenchopen-1105,2017,Roland Garros,1105,John Isner,Jordan Thompson,,,,,,,,,,,,,,
5,2017-frenchopen-1107,2017,Roland Garros,1107,Karen Khachanov,Nicolas Jarry,,,,,,,,,,,,,,
6,2017-frenchopen-1108,2017,Roland Garros,1108,Jan Lennard,Tomas Berdych,,,,,,,,,,,,,,
7,2017-frenchopen-1109,2017,Roland Garros,1109,Alexander Zverev,Fernando Verdasco,,,,,,,,,,,,,,
8,2017-frenchopen-1110,2017,Roland Garros,1110,Pierre Hugues,Jared Donaldson,,,,,,,,,,,,,,
9,2017-frenchopen-1111,2017,Roland Garros,1111,Damir Dzumhur,Nicolas Kicker,,,,,,,,,,,,,,
10,2017-frenchopen-1112,2017,Roland Garros,1112,Maxime Hamou,Pablo Cuevas,,,,,,,,,,,,,,
11,2017-frenchopen-1113,2017,Roland Garros,1113,Sam Querrey,Hyeon Chung,,,,,,,,,,,,,,
12,2017-frenchopen-1114,2017,Roland Garros,1114,Ernesto Escobedo,Denis Istomin,,,,,,,,,,,,,,
13,2017-frenchopen-1115,2017,Roland Garros,1115,Radu Albot,Jeremy Chardy,,,,,,,,,,,,,,
14,2017-frenchopen-1116,2017,Roland Garros,1116,Thanasi Kokkinakis,Kei Nishikori,,,,,,,,,,,,,,
15,2017-frenchopen-1117,2017,Roland Garros,1117,Stan Wawrinka,Jozef Kovalik,,,,,,,,,,,,,,
16,2017-frenchopen-1119,2017,Roland Garros,1119,Santiago Giraldo,Andreas Seppi,,,,,,,,,,,,,,
17,2017-frenchopen-1120,2017,Roland Garros,1120,Frances Tiafoe,Fabio Fognini,,,,,,,,,,,,,,
18,2017-frenchopen-1121,2017,Roland Garros,1121,Richard Gasquet,Arthur De,,,,,,,,,,,,,,
19,2017-frenchopen-1122,2017,Roland Garros,1122,Teymuraz Gabashvili,Victor Estrella,,,,,,,,,,,,,,
20,2017-frenchopen-1123,2017,Roland Garros,1123,Thiago Monteiro,Alexandre Muller,,,,,,,,,,,,,,
21,2017-frenchopen-1124,2017,Roland Garros,1124,Dustin Brown,Gael Monfils,,,,,,,,,,,,,,
22,2017-frenchopen-1125,2017,Roland Garros,1125,Jo Wilfried,Renzo Olivo,,,,,,,,,,,,,,
23,2017-frenchopen-1126,2017,Roland Garros,1126,Kyle Edmund,Gastao Elias,,,,,,,,,,,,,,
24,2017-frenchopen-1127,2017,Roland Garros,1127,Kevin Anderson,Malek Jaziri,,,,,,,,,,,,,,
25,2017-frenchopen-1128,2017,Roland Garros,1128,Philipp Kohlschreiber,Nick Kyrgios,,,,,,,,,,,,,,
26,2017-frenchopen-1129,2017,Roland Garros,1129,David Ferrer,Donald Young,,,,,,,,,,,,,,
27,2017-frenchopen-1131,2017,Roland Garros,1131,Konstantin Kravchuk,Federico Delbonis,,,,,,,,,,,,,,
28,2017-frenchopen-1132,2017,Roland Garros,1132,Ernests Gulbis,Marin Cilic,,,,,,,,,,,,,,
29,2017-frenchopen-1133,2017,Roland Garros,1133,Milos Raonic,Steve Darcis,,,,,,,,,,,,,,
30,2017-frenchopen-1134,2017,Roland Garros,1134,Rogerio Dutra,Mikhail Youzhny,,,,,,,,,,,,,,
31,2017-frenchopen-1135,2017,Roland Garros,1135,Marco Trungelliti,Quentin Halys,,,,,,,,,,,,,,
32,2017-frenchopen-1136,2017,Roland Garros,1136,Guillermo Garcia,Gilles Muller,,,,,,,,,,,,,,
33,2017-frenchopen-1137,2017,Roland Garros,1137,Pablo Carreno,Florian Mayer,,,,,,,,,,,,,,
34,2017-frenchopen-1138,2017,Roland Garros,1138,Taro Daniel,Jerzy Janowicz,,,,,,,,,,,,,,
35,2017-frenchopen-1139,2017,Roland Garros,1139,Tommy Robredo,Daniel Evans,,,,,,,,,,,,,,
36,2017-frenchopen-1140,2017,Roland Garros,1140,Stephane Robert,Grigor Dimitrov,,,,,,,,,,,,,,
37,2017-frenchopen-1141,2017,Roland Garros,1141,Jack Sock,Jiri Vesely,,,,,,,,,,,,,,
38,2017-frenchopen-1142,2017,Roland Garros,1142,Aljaz Bedene,Ryan Harrison,,,,,,,,,,,,,,
39,2017-frenchopen-1143,2017,Roland Garros,1143,Mikhail Kukushkin,Tennys Sandgren,,,,,,,,,,,,,,
